Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
05.11.0616;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 16, Segment 57. Dokumentation gem. DIN 1045‑2, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;49.11;Kabelbau
01.02.0624;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 5x10 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 41, Segment 7. Dokumentation gem. DIN 18300, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;21.03;Kabelbau
09.05.0632;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 11, Segment 195. Dokumentation gem. DIN 18300, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;79.17;Kabelbau
05.01.0640;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse N2XY 4x25 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 2, Segment 454. Dokumentation gem. DIN 1045‑2, DIN 18300, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;77.63;Kabelbau
01.11.0648;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 36, Segment 211. Dokumentation gem. DIN 1045‑2, DIN 18300, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;6.99;Kabelbau
09.02.0656;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 4x16 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 5, Segment 101. Dokumentation gem. DIN 18300, DIN 4124. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;10.15;Kabelbau
05.06.0664;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse N2XY 4x25 mit Warnband, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 19, Segment 39. Dokumentation gem. DIN 1045‑2, DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;10.36;Kabelbau
01.09.0672;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 29, Segment 497. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;19.38;Kabelbau
09.05.0680;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 34, Segment 462. Dokumentation gem. DIN 18300, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;76.52;Kabelbau
05.10.0688;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 35, Segment 303. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;19.4;Kabelbau
01.08.0696;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 18, Segment 338. Dokumentation gem. DIN 1045‑2, DIN EN 206. Abrechnung nach m. Nachweis: Messprotokoll.;m;19.54;Kabelbau
09.12.0704;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Warnband, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 33, Segment 156. Dokumentation gem. DIN 18300, DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;8.29;Kabelbau
05.05.0712;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 19, Segment 141. Dokumentation gem. DIN 1045‑2, DIN 1998. Abrechnung nach m. Nachweis: Messprotokoll.;m;45.59;Kabelbau
01.05.0720;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 43, Segment 357. Dokumentation gem. DIN 1045‑2, DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;64.35;Kabelbau
09.07.0728;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 31, Segment 275. Dokumentation gem. DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;48.67;Kabelbau
05.11.0736;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse N2XY 4x25 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 30, Segment 276. Dokumentation gem. DIN 1998, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;38.68;Kabelbau
01.04.0744;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 44, Segment 9. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 1998, TL SoB‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;54.42;Kabelbau
09.11.0752;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 32, Segment 52. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 4124. Abrechnung nach m. Nachweis: Materialzertifikate.;m;12.72;Kabelbau
05.02.0760;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 9, Segment 113. Dokumentation gem. DIN 1045‑2, DIN 18300, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;83.34;Kabelbau
01.01.0768;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 5x10 mit Betonplatte, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 41, Segment 376. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;83.94;Kabelbau
09.06.0776;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 28, Segment 253. Dokumentation gem. DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;42.27;Kabelbau
05.07.0784;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 5x10 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 46, Segment 257. Dokumentation gem. DIN 4124, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;45.28;Kabelbau
01.07.0792;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 21, Segment 1. Dokumentation gem. DIN 4124, DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;40.87;Kabelbau
09.05.0800;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 19, Segment 44. Dokumentation gem. DAfStb-Richtlinie, DIN 1998. Abrechnung nach m. Nachweis: Messprotokoll.;m;63.01;Kabelbau
05.06.0808;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 4x16 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 24, Segment 475. Dokumentation gem. DIN 1998, DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;87.94;Kabelbau
01.04.0816;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Warnband, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 49, Segment 65. Dokumentation gem. DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;42.65;Kabelbau
09.11.0824;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 4x16 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 37, Segment 33. Dokumentation gem. DIN 1045‑2, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;74.41;Kabelbau
05.06.0832;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 49, Segment 429. Dokumentation gem. DIN 1045‑2, DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;28.29;Kabelbau
01.01.0840;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 20, Segment 187. Dokumentation gem. DIN 1998, DIN EN 1610. Abrechnung nach m. Nachweis: As‑Built.;m;78.95;Kabelbau
09.04.0848;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 5x10 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 47, Segment 361. Dokumentation gem. DIN 18300, DIN 1998, DIN EN 1610. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;20.38;Kabelbau
05.10.0856;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 17, Segment 356. Dokumentation gem. DIN 1045‑2, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;34.57;Kabelbau
01.04.0864;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse N2XY 4x25 mit Warnband, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 38, Segment 486. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;88.82;Kabelbau
09.12.0872;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 5x10 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 40, Segment 331. Dokumentation gem. DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;65.94;Kabelbau
05.07.0880;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 42, Segment 406. Dokumentation gem. DIN 1045‑2, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;52.33;Kabelbau
01.08.0888;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 24, Segment 375. Dokumentation gem. DIN 1998, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;48.77;Kabelbau
09.09.0896;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 34, Segment 353. Dokumentation gem. DIN 1045‑2, DIN 4124, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;49.43;Kabelbau
05.05.0904;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 29, Segment 95. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;36.83;Kabelbau
01.01.0912;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 34, Segment 77. Dokumentation gem. DIN 1998, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;14.35;Kabelbau
09.02.0920;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 38, Segment 396. Dokumentation gem. DIN 1045‑2, DIN 18300, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;50.22;Kabelbau
05.05.0928;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 30, Segment 419. Dokumentation gem. DIN 1045‑2, DIN 4124. Abrechnung nach m. Nachweis: Materialzertifikate.;m;58.41;Kabelbau
01.08.0936;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse N2XY 4x25 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 46, Segment 66. Dokumentation gem. DIN 4124, DIN EN 206. Abrechnung nach m. Nachweis: Messprotokoll.;m;69.59;Kabelbau
09.09.0944;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 30, Segment 363. Dokumentation gem. DAfStb-Richtlinie, DIN EN 206. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;40.16;Kabelbau
05.04.0952;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 7, Segment 179. Dokumentation gem. DIN 18300, DIN EN 206, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;21.23;Kabelbau
01.10.0960;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 4, Segment 183. Dokumentation gem. DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;36.61;Kabelbau
09.10.0968;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 20, Segment 158. Dokumentation gem. DIN 18300, DIN 1998. Abrechnung nach m. Nachweis: Messprotokoll.;m;7.25;Kabelbau
05.11.0976;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 24, Segment 138. Dokumentation gem. DIN 1045‑2, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;80.91;Kabelbau
01.10.0984;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 16, Segment 3. Dokumentation gem. DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;85.85;Kabelbau
09.03.0992;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 4x16 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 43, Segment 486. Dokumentation gem. DIN 18300, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;55.29;Kabelbau
05.12.1000;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 24, Segment 103. Dokumentation gem. DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;26.9;Kabelbau
01.10.1008;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 35, Segment 23. Dokumentation gem. DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;10.42;Kabelbau
09.09.1016;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 38, Segment 147. Dokumentation gem. DIN 1045‑2, DIN 18300, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;15.62;Kabelbau
05.01.1024;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 42, Segment 325. Dokumentation gem. DAfStb-Richtlinie, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;75.37;Kabelbau
01.09.1032;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 3x50 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 21, Segment 224. Dokumentation gem. DIN 18300, DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;44.86;Kabelbau
09.10.1040;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 10, Segment 119. Dokumentation gem. DIN 1045‑2, DIN 1998, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;57.58;Kabelbau
05.03.1048;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 3x50 mit Warnband, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 37, Segment 105. Dokumentation gem. DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;74.38;Kabelbau
01.10.1056;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse N2XY 4x25 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 37, Segment 432. Dokumentation gem. DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;82.77;Kabelbau
09.12.1064;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 3x50 mit Warnband, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 40, Segment 214. Dokumentation gem. DAfStb-Richtlinie, DIN EN 206, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;33.32;Kabelbau
05.11.1072;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 3, Segment 288. Dokumentation gem. DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;55.39;Kabelbau
01.11.1080;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 23, Segment 425. Dokumentation gem. DIN 4124, DIN EN 206, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;88.01;Kabelbau
09.06.1088;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 43, Segment 299. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;24.38;Kabelbau
05.05.1096;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 3x50 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 48, Segment 384. Dokumentation gem. DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;88.14;Kabelbau
01.01.1104;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 16, Segment 40. Dokumentation gem. DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;17.96;Kabelbau
09.08.1112;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 37, Segment 180. Dokumentation gem. DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;39.22;Kabelbau
05.08.1120;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 5, Segment 461. Dokumentation gem. DIN 1045‑2, DIN 4124, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;15.03;Kabelbau
01.01.1128;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 3x50 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 18, Segment 336. Dokumentation gem. DIN 18300, DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;31.54;Kabelbau
09.02.1136;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 26, Segment 92. Dokumentation gem. DIN 1045‑2, DIN 18300, DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;49.66;Kabelbau
05.08.1144;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 5x10 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 21, Segment 335. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, DIN 1998, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;31.68;Kabelbau
01.03.1152;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 11, Segment 385. Dokumentation gem. DIN 1045‑2, DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;30.21;Kabelbau
09.08.1160;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 5x10 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 37, Segment 275. Dokumentation gem. DIN 1045‑2, DIN 18300, DIN EN 206. Abrechnung nach m. Nachweis: Messprotokoll.;m;18.64;Kabelbau
05.09.1168;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 1, Segment 159. Dokumentation gem. DIN 1045‑2, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;14.02;Kabelbau
01.10.1176;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse N2XY 4x25 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 30, Segment 29. Dokumentation gem. DAfStb-Richtlinie, DIN EN 206. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;15.42;Kabelbau
09.02.1184;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 3x50 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 20, Segment 98. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;15.12;Kabelbau
05.12.1192;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 3x50 mit Warnband, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 19, Segment 281. Dokumentation gem. DIN 1045‑2, DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;24.66;Kabelbau
01.05.1200;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 4x16 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 24, Segment 466. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;34.41;Kabelbau
09.05.1208;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse H07RN-F 5G16 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 38, Segment 404. Dokumentation gem. DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;19.73;Kabelbau
05.05.1216;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 18, Segment 414. Dokumentation gem. DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;36.54;Kabelbau
01.10.1224;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 46, Segment 50. Dokumentation gem. DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;74.08;Kabelbau
